"generations","lieu_naissance","geo_coord","effectif"
"1926-1950",Barabinsk,Point(78.35 55.35),1
"1926-1950",Belebey,Point(54.133333333 54.1),1
"1926-1950",Belogorsk,Point(128.483333333 50.916666666),1
"1926-1950",Gliwice,Point(18.6498 50.3011),1
"1926-1950",Jukkasjärvi församling,Point(20.620416666 67.846666666),1
"1926-1950",Hamburg,Point(10.0 53.55),5
"1926-1950",Kungsholm parish,Point(18.04772222 59.3297),1
"1926-1950",Tarnów,Point(20.988333333 50.0125),1
"1926-1950",Söderhamns församling,Point(17.050277777 61.303611111),1
"1926-1950",Tórshavn,Point(-6.783333333 62.0),1
"1926-1950",Täby parish,Point(18.056666666 59.490833333),1
"1926-1950",Belize City,Point(-88.188611111 17.498611111),1
"1926-1950",Hammonton,Point(-74.772222222 39.655),1
"1926-1950",Ventnor City,Point(-74.481944444 39.342222222),1
"1926-1950",Prague,Point(14.421388888 50.0875),2
"1926-1950",Saint-Sulpice-Laurière,Point(1.470555555 46.052777777),1
"1926-1950",Newton,Point(-74.7548 41.0527),1
"1926-1950",Kongsberg Municipality,Point(9.646388888 59.665),1
"1926-1950",Pelotas,Point(-52.342777777 -31.771944444),1
"1926-1950",Chongjin,Point(129.783055555 41.8),1
"1926-1950",Zutphen,Point(6.195 52.14),1
"1926-1950",Semarang,Point(110.4225 -6.99),1
"1926-1950",Pekalongan,Point(109.675277777 -6.888333333),1
"1926-1950","San Xulián de Vigo, Paderne",Point(-8.1347 43.2705),1
"1926-1950",Sarajevo,Point(18.413055555 43.856388888),1
"1926-1950",Manhattan,Point(-73.994166666 40.728333333),4
"1926-1950",Cradock,Point(25.6175 -32.165),1
"1926-1950",Alsace,Point(7.5 48.5),2
"1926-1950",Jackson Heights,Point(-73.886944 40.751389),1
"1926-1950",Surabaya,Point(112.737777777 -7.245833333),1
"1926-1950",Camagüey,Point(-77.918611111 21.378611111),1
"1926-1950",Manzanillo,Point(-77.108611111 20.339722222),1
"1926-1950",San Francisco Morazán,Point(-89.049733333 14.179272222),1
"1926-1950",Ciego de Ávila,Point(-78.763055555 21.848055555),1
"1926-1950",Mumbai,Point(72.8775 19.075833333),1
"1926-1950",Andhra Pradesh,Point(80.516488888 16.514),1
"1926-1950",Santiago de Cuba,Point(-75.829444444 20.021666666),1
"1926-1950",Chongqing,Point(106.506944444 29.55),1
"1926-1950",Lahore,Point(74.343611111 31.549722222),1
"1926-1950",Middleton-by-Youlgrave,Point(-1.709 53.165),1
"1926-1950",Hanover,Point(-76.9847 39.8072),1
"1926-1950",Puerto Rico,Point(-66.5 18.25),1
"1926-1950",Sharon,Point(-80.5 41.2333),1
"1926-1950",Kerala,Point(76.3 10.0),1
"1926-1950",Las Palmas de Gran Canaria,Point(-15.431388888 28.127222222),1
"1926-1950",Ordoreanu,Point(25.893435 44.363867),1
"1926-1950",Manspach,Point(7.105277777 47.616388888),1
"1926-1950",Jerusalem,Point(35.225555555 31.778888888),6
"1926-1950",Bressols,Point(1.338055555 43.968055555),1
"1926-1950",Murcia,Point(-1.130277777 37.986111111),1
"1926-1950",La Chapelle-Gaugain,Point(0.680555555 47.798888888),1
"1926-1950",Osaka Prefecture,Point(135.519861111 34.686333333),1
"1926-1950",Stepney,Point(-0.0462 51.5152),1
"1926-1950",Ermua,Point(-2.5025 43.186666666),1
"1926-1950",Detroit,Point(-83.0475 42.331666666),7
"1926-1950",Acre,Point(35.083888888 32.926111111),1
"1926-1950",Ungchi-myeon,Point(127.02081 34.70412),1
"1926-1950",Yamaguchi Prefecture,Point(131.470277777 34.186111111),1
"1926-1950",Ahvaz County,Point(48.65 31.25),1
"1926-1950",Ahvaz County,Point(48.693888888 31.3275),1
"1926-1950",Puerto Sastre,Point(-57.983333333 -22.1),1
"1926-1950",Krushë e Madhe,Point(20.6361 42.3181),1
"1926-1950",Niagara Falls,Point(-79.016944 43.093889),1
"1926-1950",Kingston upon Hull,Point(-0.3325 53.744444444),1
"1926-1950",Waco,Point(-97.155833333 31.551388888),1
"1926-1950",Antwerp,Point(4.399722222 51.221111111),1
"1926-1950",British Raj,Point(88.337777777 22.541111111),1
"1926-1950",Dortmund,Point(7.465277777 51.513888888),1
"1926-1950",Ghent,Point(3.725277777 51.053611111),2
"1926-1950",Chicago,Point(-87.65005 41.85003),16
"1926-1950",Dendermonde,Point(4.0981 51.03123),1
"1926-1950",Homs,Point(36.716666666 34.733333333),1
"1926-1950",Aden,Point(45.033333333 12.8),1
"1926-1950",Oran,Point(-0.633055555 35.696944444),2
"1926-1950",Sabay,Point(50.300922 55.993177),1
"1926-1950",Kapsabet,Point(35.1 0.2),1
"1926-1950",Höchst,Point(8.546666666 50.098888888),1
"1926-1950",Chincha Province,Point(-75.75 -13.33333),1
"1926-1950",Chincha Province,Point(-76.133333333 -13.45),1
"1926-1950",Douala,Point(9.7 4.05),1
"1926-1950",Velsk,Point(42.1 61.066666666),1
"1926-1950",Dunedin,Point(170.503611111 -45.874166666),2
"1926-1950",Montevideo,Point(-56.166666666 -34.866666666),1
"1926-1950",Pisa,Point(10.4 43.716666666),1
"1926-1950",Loenen aan de Vecht,Point(5.0222 52.2103),1
"1926-1950",Pittsburgh,Point(-80.0 40.441666666),3
"1926-1950",Mersin,Point(34.616666666 36.8),1
"1926-1950",Grombalia,Point(10.5 36.61),1
"1926-1950",Philadelphia,Point(-75.163611111 39.952777777),3
"1926-1950",Davlekanovo,Point(55.033333333 54.216666666),1
"1926-1950",Westport,Point(171.599 -41.755),1
"1926-1950",Dhaka,Point(90.394444444 23.728888888),1
"1926-1950",Galveston,Point(-94.7977778 29.3013889),1
"1926-1950",Fondón,Point(-2.858333333 36.979166666),1
"1926-1950",Virginia,Point(-79.0 37.5),1
"1926-1950",Honaker,Point(-81.9736 37.0169),1
"1926-1950",Pearisburg,Point(-80.7325 37.3292),1
"1926-1950",Wytheville,Point(-81.0869 36.9478),1
"1926-1950",Camden,Point(-75.1066 39.9368),1
"1926-1950",Paterson,Point(-74.163055555 40.915555555),1
"1926-1950",New York,Point(-75.0 43.0),3
"1926-1950",Mûrs-Erigné,Point(-0.537222222 47.398611111),1
"1926-1950",Khunzakhsky District,Point(46.708361111 42.546361111),1
"1926-1950",Tartu,Point(26.7225 58.38),2
"1926-1950",Brest,Point(23.656944444 52.084722222),1
"1926-1950",New Jersey,Point(-74.5 40.0),2
"1926-1950",France,Point(2.0 47.0),1
"1926-1950",Normandin,Point(-72.5333 48.8333),1
"1926-1950",Zagreb,Point(15.977222222 45.813055555),1
"1926-1950",Texas,Point(-100.0 31.0),1
"1926-1950",Hernani,Point(-1.9749167 43.2661645),1
"1926-1950",Kansk,Point(95.7 56.2),1
"1926-1950",Genoa,Point(8.933983333 44.407186111),1
"1926-1950",United Kingdom,Point(-2.0 54.6),1
"1926-1950",South Carolina,Point(-81.0 34.0),1
"1926-1950",Manila,Point(120.977222222 14.595833333),1
"1926-1950",Kalush,Point(24.359722222 49.044166666),1
"1926-1950",Bordeaux,Point(-0.579444444 44.837777777),2
"1926-1950",People's Republic of China,Point(103.451944444 35.844722222),1
"1926-1950",Buenos Aires,Point(-58.381944444 -34.599722222),14
"1926-1950",Mexico City,Point(-99.145555555 19.419444444),7
"1926-1950",Tokyo,Point(139.691666666 35.689444444),2
"1926-1950",La Paz,Point(-68.133333333 -16.495833333),1
"1926-1950",Barcelona,Point(2.176944444 41.3825),6
"1926-1950",Brno,Point(16.608333333 49.195277777),1
"1926-1950",Abidjan,Point(-4.026666666 5.336388888),1
"1926-1950",Soviet Union,Point(90.0 65.0),3
"1926-1950",Wellington,Point(18.983333333 -33.633333333),1
"1926-1950",Wisconsin,Point(-89.5 44.5),1
"1926-1950",Papum Pare district,Point(93.72 27.15),1
"1926-1950",Taree,Point(152.4511111 -31.915),1
"1926-1950",Iowa,Point(-93.0 42.0),1
"1926-1950",Mogilev,Point(30.34296 53.90894),1
"1926-1950",Guanaja,Point(-85.877219444 16.471938888),1
"1926-1950",Guanaja,Point(-85.887019444 16.442091666),1
"1926-1950",Guatemala City,Point(-90.52525 14.609861111),3
"1926-1950",Olesa de Montserrat,Point(1.894444444 41.545),1
"1926-1950",Havana,Point(-82.358888888 23.136666666),4
"1926-1950",Marshfield,Point(-90.173611111 44.666944444),1
"1926-1950",Beaver Dam,Point(-88.836066 43.459967),2
"1926-1950",Vinnytsia,Point(28.467222222 49.237222222),1
"1926-1950",Horlivka,Point(38.0925 48.333611111),1
"1926-1950",Volga German Autonomous Soviet Socialist Republic,Point(46.11 51.46),1
"1926-1950",Altensteig,Point(8.604722222 48.586388888),1
"1926-1950",Marks,Point(46.75 51.7),1
"1926-1950",Żagań,Point(15.316666666 51.616666666),1
"1926-1950",Louisiana,Point(-92.0 31.0),1
"1926-1950",Faro,Point(-7.935 37.016111111),1
"1926-1950",Esch-sur-Alzette,Point(5.980555555 49.496944444),1
"1926-1950",Trebujena,Point(-6.1754543 36.8694758),1
"1926-1950",Güstrow,Point(12.176388888 53.793888888),1
"1926-1950",Punggak,Point(128.57986 35.63606),1
"1926-1950",Myrhorod,Point(33.612380907 49.963979122),1
"1926-1950",Prayagraj,Point(81.85 25.45),1
"1926-1950",Akron,Point(-81.517777777 41.073055555),1
"1926-1950",Vasilitsi,Point(21.909 36.76416667),1
"1926-1950",Hundelshausen,Point(9.85063 51.2927),1
"1926-1950",Lavras,Point(-45.0 -21.245),1
"1926-1950",Otrobanda,Point(-68.937 12.109),1
"1926-1950",Rijeka,Point(14.433333333 45.333333333),1
"1926-1950",Nyasaland,Point(34.0 -13.5),1
"1926-1950",Busan,Point(129.075 35.18),1
"1926-1950",Denver,Point(-104.984722222 39.739166666),2
"1926-1950",Houston,Point(-95.383055555 29.762777777),3
"1926-1950",Dallas,Point(-96.808888888 32.779166666),1
"1926-1950",El Paso,Point(-106.488611111 31.759166666),2
"1926-1950",Columbus,Point(-83.000555555 39.962222222),2
"1926-1950",Kragujevac,Point(20.939444444 44.014166666),1
"1926-1950",Kandikuppa,Point(82.2005 16.5931),1
"1926-1950",Shaheedanwali,Point(73.532095 32.613044),1
"1926-1950",Ahvaz,Point(48.684166666 31.318888888),1
"1926-1950",Oakland,Point(-122.25 37.8),2
"1926-1950",Passaic,Point(-74.128888888 40.8575),1
"1926-1950",Agadir,Point(-9.583055555 30.421388888),1
"1926-1950",Qom,Point(50.876388888 34.64),2
"1926-1950",Kiel,Point(10.139444444 54.323333333),1
"1926-1950",Galați,Point(28.0425 45.423333333),1
"1926-1950",Hanover,Point(9.738611111 52.374444444),1
"1926-1950","12th arrondissement of Paris",Point(2.388183333 48.840808333),1
"1926-1950",Kerman,Point(57.067777777 30.291111111),1
"1926-1950",Toronto,Point(-79.386666666 43.670277777),3
"1926-1950",Dubrovnik,Point(18.108333333 42.640277777),1
"1926-1950",Nahalal,Point(35.196666666 32.69),1
"1926-1950",Boulogne-Billancourt,Point(2.241388888 48.835277777),2
"1926-1950",Santiago de Querétaro,Point(-100.388055555 20.588055555),1
"1926-1950",Magdeburg,Point(11.6399609 52.1315889),2
"1926-1950",São Paulo,Point(-46.633947222 -23.550394444),1
"1926-1950",Vienna,Point(16.3725 48.208333333),7
"1926-1950",Copenhagen,Point(12.568888888 55.676111111),2
"1926-1950","13th arrondissement of Paris",Point(2.355555555 48.832222222),1
"1926-1950",Stockholm,Point(18.068611111 59.329444444),4
"1926-1950",Toukoto,Point(-9.876389 13.447778),1
"1926-1950",Dublin,Point(-6.260277777 53.349722222),4
"1926-1950",Coelemu,Point(-72.7023316 -36.4876004),1
"1926-1950",Tallinn,Point(24.745 59.437222222),1
"1926-1950",Riga,Point(24.106944444 56.9475),4
"1926-1950",Budapest,Point(19.040833333 47.498333333),3
"1926-1950",Ballarat,Point(143.8475 -37.560833333),1
"1926-1950",Gdańsk,Point(18.6540233 54.3482907),1
"1926-1950",Katherine,Point(132.266667 -14.466667),1
"1926-1950",Omdurman,Point(32.462887 15.683517),3
"1926-1950",Hrodna,Point(23.816666666 53.666666666),1
"1926-1950",Gurugram district,Point(77.166666666 28.25),1
"1926-1950",Riceville,Point(-92.553333333 43.3625),1
"1926-1950",San Juan Nepomuceno,Point(-75.081111111 9.952222222),1
"1926-1950",Safi,Point(-9.233333333 32.283333333),1
"1926-1950",Brooklyn,Point(-73.990277777 40.692777777),15
"1926-1950",Queens,Point(-73.917777777 40.704166666),1
"1926-1950",The Bronx,Point(-73.873207 40.84676),4
"1926-1950",Tétouan,Point(-5.366666666 35.566666666),1
"1926-1950",Malacca,Point(102.251 2.2),1
"1926-1950",Quetta,Point(67.007 30.192),1
"1926-1950",Hanoi,Point(105.84117 21.0245),1
"1926-1950",Rhondda,Point(-3.417522222 51.615938888),1
"1926-1950",Taipei,Point(121.5625 25.0375),1
"1926-1950",Zonguldak,Point(31.783333333 41.45),1
"1926-1950",Penang,Point(100.365 5.4025),1
"1926-1950",Harlem,Point(-73.948372222 40.809033333),1
"1926-1950",Bologna,Point(11.342777777 44.493888888),1
"1926-1950",Bizerte,Point(9.873888888 37.274444444),1
"1926-1950",Boone,Point(-93.886111111 42.061111111),1
"1926-1950",Kyiv,Point(30.523611111 50.45),6
"1926-1950",Townsville,Point(146.815833333 -19.262222222),1
"1926-1950",Independence,Point(-95.7114 37.2283),1
"1926-1950",Alexandroupolis,Point(25.866666666 40.85),1
"1926-1950","15th arrondissement of Paris",Point(2.300291666 48.841327777),2
"1926-1950",Carlisle,Point(-2.936388888 54.894722222),1
"1926-1950",Pine Ridge Indian Reservation,Point(-102.089166666 43.353333333),2
"1926-1950",Ottawa,Point(-75.695 45.424722222),1
"1926-1950",Juiz de Fora,Point(-43.35 -21.75),1
"1926-1950",Bulawayo,Point(28.566666666 -20.166666666),1
"1926-1950",Oujda,Point(-1.911388888 34.686666666),1
"1926-1950",Vincennes,Point(2.439166666 48.847777777),1
"1926-1950",Niğde,Point(34.679166666 37.966666666),1
"1926-1950","16th arrondissement of Paris",Point(2.276488888 48.863611111),1
"1926-1950",Kaharlyk,Point(30.809166666 49.852222222),1
"1926-1950",Podolsk,Point(37.545555555 55.431111111),1
"1926-1950",Oostnieuwkerke,Point(3.0597 50.9403),1
"1926-1950",Duck Hill,Point(-89.7147 33.6319),1
"1926-1950",Simferopol,Point(34.100039 44.948376),2
"1926-1950",Khartoum,Point(32.52654 15.60308),1
"1926-1950",New Brunswick,Point(-66.0 46.6),1
"1926-1950",Bucharest,Point(26.097777777 44.413361111),3
"1926-1950",Täteş,Point(48.833333333 54.933333333),1
"1926-1950","17th arrondissement of Paris",Point(2.307838888 48.882244444),1
"1926-1950",British Columbia,Point(-124.5 54.5),1
"1926-1950",Sichuan,Point(103.0 30.0),1
"1926-1950",Chistopol’,Point(50.633333333 55.366666666),1
"1926-1950",Orsett,Point(0.37 51.51),1
"1926-1950",Yuryev-Polsky,Point(39.683333333 56.5),1
"1926-1950",Saskatchewan,Point(-106.0 55.0),1
"1926-1950",Gyumri,Point(43.833333333 40.783333333),1
"1926-1950",Bialyničy District,Point(29.70944444 53.99555556),1
"1926-1950",Aylsham,Point(-103.8 53.2),1
"1926-1950",Karbala,Point(44.033333333 32.616666666),1
"1926-1950","18th arrondissement of Paris",Point(2.344447222 48.89215),1
"1926-1950",Irun,Point(-1.788806 43.337806),1
"1926-1950",Vilankulo,Point(35.316666666 -22.0),1
"1926-1950",Yerky,Point(30.991944444 48.978055555),1
"1926-1950",Uccle - Ukkel,Point(4.333888888 50.803611111),2
"1926-1950",Florence,Point(11.254166666 43.771388888),1
"1926-1950",Modesto,Point(-120.994444444 37.661388888),1
"1926-1950",Saint Kitts,Point(-62.747222 17.319722),1
"1926-1950",Cajamarca,Point(-78.510555555 -7.164444444),1
"1926-1950",Palaiseau,Point(2.249722222 48.718333333),1
"1926-1950",Étampes,Point(2.162222222 48.435),1
"1926-1950",Nurmo,Point(22.908333333 62.827777777),1
"1926-1950",Abeokuta,Point(3.35 7.15),1
"1926-1950",Babruysk,Point(29.233333333 53.15),1
"1926-1950",Tokushima,Point(134.554944444 34.070277777),1
"1926-1950",Tiruchirappalli,Point(78.692777777 10.826944444),1
"1926-1950",Bijeljina,Point(19.215555555 44.756666666),1
"1926-1950",Sisimiut,Point(-53.672222222 66.938888888),1
"1926-1950",Eastbourne,Point(0.286111111 50.766388888),1
"1926-1950",Saint-Dizier,Point(4.948888888 48.637777777),1
"1926-1950",Kendujhar district,Point(85.5 21.5),1
"1926-1950",Kendujhar district,Point(85.6 21.633),1
"1926-1950",Northwood,Point(-0.4176 51.601),1
"1926-1950",Ennis,Point(-8.9807 52.8463),1
"1926-1950",Daegu,Point(128.601666666 35.871666666),2
"1926-1950",Oxnard,Point(-119.1825 34.191388888),1
"1926-1950",England,Point(-1.0 53.0),1
"1926-1950",Belmont,Point(-61.5071 10.6685),1
"1926-1950",Wuppertal,Point(7.183333333 51.266666666),1
"1926-1950",Chelmsford,Point(0.4798 51.7361),1
"1926-1950",Bielefeld,Point(8.533333333 52.016666666),3
"1926-1950",Zaandam,Point(4.842222222 52.441666666),1
"1926-1950",Tarapacá Region,Point(-69.333333333 -20.283333333),1
"1926-1950",Aruba,Point(-69.97422388 12.51106253),1
"1926-1950",Pohrebyshche Raion,Point(29.25 49.5),1
"1926-1950",Halifax,Point(-63.571388888 44.647777777),1
"1926-1950",Nablus,Point(35.266111111 32.216111111),1
"1926-1950",Ganzee,Point(-55.1 4.833333333),1
"1926-1950",Gabès,Point(10.098333333 33.881388888),1
"1926-1950",Blida,Point(2.833333333 36.472222222),1
"1926-1950",Ithaca,Point(-76.5 42.443333333),1
"1926-1950",Koniemłoty,Point(21.13 50.52),1
"1926-1950",Rome,Point(12.482777777 41.893055555),3
"1926-1950",Mouscron,Point(3.2156 50.7444),1
"1926-1950",Alcorta,Point(-61.116666666 -33.533333333),1
"1926-1950",Ciego de Ávila Province,Point(-78.7631 21.8481),1
"1926-1950",Malmö,Point(13.021423031 55.593188589),1
"1926-1950",Cape Coast,Point(-1.25 5.1),1
"1926-1950",Alto Biobío,Point(-71.316666666 -38.05),1
"1926-1950",Pskov,Point(28.333333333 57.816666666),1
"1926-1950",Greenland,Point(-40.0 72.0),1
"1926-1950",Seixal,Point(-9.106111111 38.642777777),1
"1926-1950",Auburn,Point(-76.564769444 42.931661111),1
"1926-1950",Crater District,Point(45.0328 12.7775),1
"1926-1950",Crater District,Point(45.038055555 12.773055555),1
"1926-1950",Crater District,Point(45.0381 12.771211),1
"1926-1950",Crater District,Point(45.0381 12.7731),1
"1926-1950",Madurai,Point(78.119394444 9.919661111),1
"1926-1950",Tver,Point(35.921927777 56.857827777),1
"1926-1950",Ireland,Point(-7.921 53.351),1
"1926-1950",الحروش,Point(6.9 36.866666666),1
"1926-1950",Zusmarshausen,Point(10.583333333 48.383333333),1
"1926-1950",Setagaya-ku,Point(139.653222222 35.646555555),1
"1926-1950",Geelong,Point(144.35 -38.15),1
"1926-1950",Nashville,Point(-86.774444444 36.162222222),1
"1926-1950",Chester,Point(-81.211666666 34.705555555),1
"1926-1950",Guercif,Point(-3.36 34.23),1
"1926-1950",Sussex,Point(-0.141372694 50.947102699),1
"1926-1950",Aberdeen,Point(-123.815722222 46.975361111),1
"1926-1950",Meudon,Point(2.240277777 48.8075),1
"1926-1950",Shaki,Point(47.170555555 41.191944444),1
"1926-1950",Marseille,Point(5.376388888 43.296666666),1
"1926-1950",Seredyna-Buda,Point(34.030833333 52.186944444),1
"1926-1950",Atlanta,Point(-84.390277777 33.756944444),3
"1926-1950",Podgorica,Point(19.262777777 42.441388888),1
"1926-1950",Wellington,Point(174.777222222 -41.288888888),2
"1926-1950",City of Brussels,Point(4.351666666 50.846666666),1
"1926-1950",Ybytimí,Point(-56.78333 -25.76667),1
"1926-1950",Ybytimí,Point(-56.79 -25.77),1
"1926-1950",Isleworth,Point(-0.3363 51.4666),1
"1926-1950",Bucaramanga,Point(-73.116111111 7.118611111),1
"1926-1950",Pinar del Río,Point(-83.671944444 22.412222222),1
"1926-1950",Mogadishu,Point(45.341944444 2.039166666),1
"1926-1950",Vancouver,Point(-123.113888888 49.260833333),1
"1926-1950",Ražanj,Point(21.55 43.666666666),1
"1926-1950",Albany,Point(-73.766666666 42.65),1
"1926-1950",Utica,Point(-75.2325 43.100833333),1
"1926-1950",Hsinchu City,Point(120.96722 24.81472),1
"1926-1950",Hsinchu City,Point(120.971388888 24.804722222),1
"1926-1950",Gothenburg,Point(11.9675 57.7075),1
"1926-1950",Odense,Point(10.383333333 55.4),1
"1926-1950",Blaton,Point(3.65 50.5),1
"1926-1950",Leeuwarden,Point(5.783333333 53.2),1
"1926-1950",Newark,Point(-74.185 40.735277777),1
"1926-1950",Bonaire,Point(-68.2581 12.1796),1
"1926-1950",Hampstead,Point(-0.1744 51.5541),1
"1926-1950",Waimiha,Point(175.316 -38.616),1
"1926-1950",Cham,Point(12.665833333 49.218333333),1
"1926-1950",Trondheim,Point(10.4 63.44),1
"1926-1950",Buraidah,Point(43.966666666 26.333333333),1
"1926-1950",Lifta,Point(35.196666666 31.794444444),1
"1926-1950",Bila Tserkva Raion,Point(30.13444444 49.85166667),1
"1926-1950",Algeria,Point(1.0 28.0),1
"1926-1950",Jersey City,Point(-74.06 40.71),1
"1926-1950",Woodmere,Point(-73.719444444 40.636111111),1
"1926-1950",Summit,Point(-87.8167 41.7833),1
"1926-1950",Kristiansand,Point(7.9956 58.14671),1
"1926-1950",Bergen,Point(5.323333333 60.3925),1
"1926-1950",Prince George's County,Point(-76.85 38.83),1
"1926-1950",Parma,Point(10.328 44.801472222),1
"1926-1950",Tashkent,Point(69.279722222 41.311111111),2
"1926-1950",Warsaw,Point(21.011111111 52.23),2
"1926-1950",Kolding,Point(9.472222222 55.490833333),1
"1926-1950",Moshi,Point(37.340380555 -3.334883333),1
"1926-1950",La Marsa,Point(10.325277777 36.876388888),2
"1926-1950",Lutcher,Point(-90.6997 30.0489),1
"1926-1950",Lumpkin,Point(-84.7958 32.0497),1
"1926-1950",Fana,Point(5.391389 60.311111),1
"1926-1950",Brunswick,Point(10.521111111 52.269166666),1
"1926-1950",Staphorst,Point(6.2 52.633333),1
"1926-1950",Madrid,Point(-3.703333333 40.416944444),9
"1926-1950",Baton Rouge,Point(-91.178611111 30.4475),2
